
---------- Begin Simulation Statistics ----------
simSeconds                                   0.124181                       # Number of seconds simulated (Second)
simTicks                                 124180748737                       # Number of ticks simulated (Tick)
finalTick                                124180748737                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     54.69                       # Real time elapsed on the host (Second)
hostTickRate                               2270741456                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8668152                       # Number of bytes of host memory used (Byte)
simInsts                                     12147927                       # Number of instructions simulated (Count)
simOps                                       23111553                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   222117                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     422573                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                         13333                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          9313790                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.766698                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.304295                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        26789964                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    12788                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       25440086                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  59856                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3691189                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7346960                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 935                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             9280538                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.741230                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.750545                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   3458639     37.27%     37.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    871785      9.39%     46.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    727368      7.84%     54.50% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    640061      6.90%     61.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    518273      5.58%     66.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    740989      7.98%     74.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1235802     13.32%     88.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    700435      7.55%     95.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    387186      4.17%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               9280538                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  982574     92.89%     92.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     92.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     92.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     92.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     92.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     92.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     92.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     92.89% # attempts to use FU when none available (Count)
